,DISEASE/TRAIT,CHR_ID,CHR_POS,CONTEXT,INTERGENIC
3318,Nephrolithiasis,5,177371305,intron_variant,0.0
3320,Nephrolithiasis,13,42180386,intron_variant,0.0
3323,Gaucher disease severity,15,88118508,intron_variant,0.0
3324,Duodenal ulcer,8,142680513,5_prime_UTR_variant,0.0
3326,Haptoglobin levels,16,72074194,intron_variant,0.0
3327,Adverse response to lamotrigine and phenytoin,3,60137795,intron_variant,0.0
3328,Adverse response to lamotrigine and phenytoin,12,43536193,intron_variant,0.0
3332,Adverse response to lamotrigine and phenytoin,12,1747787,intron_variant,0.0
3333,Adverse response to lamotrigine and phenytoin,18,25151396,intron_variant,0.0
3336,Adverse response to lamotrigine and phenytoin,5,166891185,intergenic_variant,0.0
3337,Adverse response to lamotrigine and phenytoin,13,71600221,intron_variant,0.0
3338,Adverse response to lamotrigine and phenytoin,11,21037185,intron_variant,0.0
3341,Sphingolipid levels,17,4779740,intron_variant,0.0
3342,Sphingolipid levels,4,47549846,intron_variant,0.0
3344,Sphingolipid levels,14,63765668,intergenic_variant,0.0
3345,Sphingolipid levels,11,61911282,intron_variant,0.0
3346,Sphingolipid levels,19,19678719,splice_region_variant,0.0
3347,Sphingolipid levels,16,76532260,intron_variant,0.0
3350,Sphingolipid levels,19,44929300,intron_variant,0.0
3351,Phospholipid levels (plasma),11,61790331,non_coding_transcript_exon_variant,0.0
3352,Phospholipid levels (plasma),19,52780882,non_coding_transcript_exon_variant,0.0
3353,Phospholipid levels (plasma),15,58386313,intron_variant,0.0
3354,Phospholipid levels (plasma),6,32168770,3_prime_UTR_variant,0.0
3355,Phospholipid levels (plasma),11,7345864,intron_variant,0.0
3356,Phospholipid levels (plasma),14,67509105,intron_variant,0.0
3357,Phospholipid levels (plasma),10,116638460,synonymous_variant,0.0
3358,Phospholipid levels (plasma),18,21681452,intron_variant,0.0
3360,Phospholipid levels (plasma),2,238186781,non_coding_transcript_exon_variant,0.0
3362,Phospholipid levels (plasma),11,85306432,intron_variant,0.0
3363,Phospholipid levels (plasma),6,10982126,3_prime_UTR_variant,0.0
3364,Phospholipid levels (plasma),13,74553977,non_coding_transcript_exon_variant,0.0
3365,Phospholipid levels (plasma),3,37474336,intron_variant,0.0
3367,Phospholipid levels (plasma),16,15046354,intron_variant,0.0
3368,Phospholipid levels (plasma),2,27617773,intron_variant,0.0
3369,Phospholipid levels (plasma),10,100315722,intron_variant,0.0
3370,Phospholipid levels (plasma),13,60939535,intron_variant,0.0
3371,Phospholipid levels (plasma),16,5535851,intron_variant,0.0
3373,Phospholipid levels (plasma),11,116778201,3_prime_UTR_variant,0.0
3374,Phospholipid levels (plasma),3,142930268,intron_variant,0.0
3376,Glaucoma (primary open-angle),9,22031006,non_coding_transcript_exon_variant,0.0
3377,Mean platelet volume,6,25533306,intron_variant,0.0
3380,Mean platelet volume,7,80606698,intron_variant,0.0
3381,Mean platelet volume,7,106731773,intron_variant,0.0
3382,Mean platelet volume,10,63344740,intron_variant,0.0
3383,Mean platelet volume,11,64281440,intron_variant,0.0
3384,Mean platelet volume,12,111752634,intron_variant,0.0
3385,Mean platelet volume,19,16074749,non_coding_transcript_exon_variant,0.0
3386,Mean platelet volume,20,59038947,intron_variant,0.0
3387,Mean platelet volume,7,106732457,intron_variant,0.0
3389,Mean platelet volume,19,16074749,non_coding_transcript_exon_variant,0.0
3390,Body mass index and cholesterol (psychopharmacological treatment),8,88572819,intron_variant,0.0
3391,Body mass index and cholesterol (psychopharmacological treatment),12,73207352,intron_variant,0.0
3392,Glaucoma (primary open-angle),9,22003368,3_prime_UTR_variant,0.0
3393,Glaucoma (primary open-angle),14,60606157,regulatory_region_variant,0.0
3394,Glaucoma (primary open-angle),2,133605461,intergenic_variant,0.0
3395,Metabolic syndrome,2,168906638,intron_variant,0.0
3398,Metabolic syndrome,7,44220272,synonymous_variant,0.0
3400,Metabolic syndrome,1,230171436,intron_variant,0.0
3401,Metabolic syndrome,2,21014672,intron_variant,0.0
3402,Metabolic syndrome,6,31481199,intergenic_variant,0.0
3403,Metabolic syndrome,8,19956018,missense_variant,0.0
3404,Metabolic syndrome,9,104902020,intron_variant,0.0
3405,Metabolic syndrome,11,47253513,intron_variant,0.0
3406,Metabolic syndrome,15,58391167,intron_variant,0.0
3408,Metabolic syndrome,16,67877614,synonymous_variant,0.0
3409,Metabolic syndrome,2,55616277,intron_variant,0.0
3411,Metabolic syndrome,2,27518370,intron_variant,0.0
3412,Metabolic syndrome,7,73602675,intron_variant,0.0
3414,Metabolic syndrome,11,116778201,3_prime_UTR_variant,0.0
3415,Metabolic syndrome,19,44892962,intron_variant,0.0
3416,Metabolic syndrome,16,53766842,intron_variant,0.0
3417,Orofacial clefts,3,7496515,intron_variant,0.0
3418,Orofacial clefts,3,59995799,intron_variant,0.0
3420,Orofacial clefts,1,69688758,intron_variant,0.0
3421,Orofacial clefts,11,77443594,intron_variant,0.0
3422,Orofacial clefts,13,24080089,intron_variant,0.0
3423,Orofacial clefts,1,69688758,intron_variant,0.0
3426,Orofacial clefts,2,235052249,intron_variant,0.0
3427,Orofacial clefts,5,81115402,intron_variant,0.0
3428,Orofacial clefts,10,7047054,regulatory_region_variant,0.0
3429,Orofacial clefts,14,52522510,intron_variant,0.0
3430,Orofacial clefts,14,92089711,intron_variant,0.0
3432,White matter integrity,16,77295744,intron_variant,0.0
3433,White matter integrity,1,47855549,intron_variant,0.0
3434,Hemostatic factors and hematological phenotypes,1,169522317,intron_variant,0.0
3435,Hemostatic factors and hematological phenotypes,20,35176751,missense_variant,0.0
3436,Hemostatic factors and hematological phenotypes,4,741362,intron_variant,0.0
3439,Hemostatic factors and hematological phenotypes,14,41054257,intergenic_variant,0.0
3440,Hemostatic factors and hematological phenotypes,3,108524704,intron_variant,0.0
3441,Hemostatic factors and hematological phenotypes,11,44581778,intron_variant,0.0
3443,Intelligence,10,62463624,intron_variant,0.0
3444,Intelligence,7,94380322,non_coding_transcript_exon_variant,0.0
3445,Intelligence,3,2854000,intron_variant,0.0
3446,Intelligence,2,126573377,intergenic_variant,0.0
3447,Intelligence,19,48024325,intron_variant,0.0
3450,Intelligence,22,31833663,intron_variant,0.0
3454,Parkinson's disease,1,155135691,splice_region_variant,0.0
3457,Parkinson's disease,4,970571,intron_variant,0.0
3458,Parkinson's disease,4,15735725,intron_variant,0.0
3459,Parkinson's disease,4,89720189,intron_variant,0.0
3460,Parkinson's disease,6,154405854,3_prime_UTR_variant,0.0
3463,Parkinson's disease,9,17731923,intron_variant,0.0
3464,Parkinson's disease,11,22092547,intergenic_variant,0.0
3465,Parkinson's disease,12,39959194,intron_variant,0.0
3466,Parkinson's disease,15,61708933,intron_variant,0.0
3467,Parkinson's disease,16,31083850,3_prime_UTR_variant,0.0
3468,Parkinson's disease,17,46779275,intron_variant,0.0
3469,Parkinson's disease,18,43093415,intron_variant,0.0
3480,Pulmonary function decline,9,110538555,intron_variant,0.0
3481,Pulmonary function decline,10,54631543,intron_variant,0.0
3482,Pulmonary function decline,13,50519978,intron_variant,0.0
3483,Pulmonary function decline,10,120961461,intron_variant,0.0
3485,Pulmonary function decline,9,17487947,intron_variant,0.0
3486,Pulmonary function decline,5,11111659,intron_variant,0.0
3487,Pulmonary function decline,8,41757620,intron_variant,0.0
3488,Pulmonary function decline,15,60872000,intron_variant,0.0
3490,Pulmonary function decline,2,81629402,intergenic_variant,0.0
3491,Pulmonary function decline,14,85187675,intergenic_variant,0.0
3492,Pulmonary function decline,4,88499935,synonymous_variant,0.0
3493,Pulmonary function decline,1,90822573,intron_variant,0.0
3494,Pulmonary function decline,1,99870421,missense_variant,0.0
3495,Pulmonary function decline,7,132504930,intron_variant,0.0
3497,Pulmonary function decline,20,19383335,intron_variant,0.0
3498,Pulmonary function decline,2,46105030,intron_variant,0.0
3500,Pulmonary function decline,10,71767290,intron_variant,0.0
3501,Pulmonary function decline,11,93433565,intron_variant,0.0
3502,Pulmonary function decline,7,93908983,intron_variant,0.0
3504,Pulmonary function decline,9,565917,intron_variant,0.0
3505,Pulmonary function decline,8,3737384,intron_variant,0.0
3507,Pulmonary function decline,8,15675076,intron_variant,0.0
3509,Pulmonary function decline,10,28328706,intron_variant,0.0
3511,Pulmonary function decline,21,42736659,intron_variant,0.0
3515,Pulmonary function decline,14,63809094,intergenic_variant,0.0
3517,Pulmonary function decline,9,119496299,intron_variant,0.0
3519,Sexual dysfunction (SSRI/SNRI-related),14,47546779,intron_variant,0.0
3521,Sexual dysfunction (SSRI/SNRI-related),5,129664693,intron_variant,0.0
3522,Sexual dysfunction (SSRI/SNRI-related),19,7359642,intron_variant,0.0
3523,Sexual dysfunction (SSRI/SNRI-related),14,98203821,intron_variant,0.0
3527,Kawasaki disease,4,184718015,intron_variant,0.0
3529,Rheumatoid arthritis,4,78592061,intron_variant,0.0
3532,Rheumatoid arthritis,6,44265183,missense_variant,0.0
3533,Rheumatoid arthritis,10,62025330,3_prime_UTR_variant,0.0
3534,Rheumatoid arthritis,11,72662452,intron_variant,0.0
3536,Rheumatoid arthritis,18,12797695,intron_variant,0.0
3538,Rheumatoid arthritis,14,54881400,intron_variant,0.0
3539,Rheumatoid arthritis,14,61441614,intron_variant,0.0
3541,Rheumatoid arthritis,16,23877519,intron_variant,0.0
3544,Kawasaki disease,3,161059176,intron_variant,0.0
3545,Kawasaki disease,4,64304697,intron_variant,0.0
3547,Kawasaki disease,8,117537137,intron_variant,0.0
3550,Schizophrenia (treatment resistant),4,102536261,intron_variant,0.0
3551,Breast cancer,2,212432139,intron_variant,0.0
3553,Amyotrophic lateral sclerosis,11,4475616,non_coding_transcript_exon_variant,0.0
3554,Type 2 diabetes,8,41661944,splice_region_variant,0.0
3556,Type 2 diabetes,9,109764009,intron_variant,0.0
3557,Type 2 diabetes,9,90870958,intron_variant,0.0
3558,Chronic kidney disease,11,30738788,intergenic_variant,0.0
3560,Orofacial clefts,6,7736510,intron_variant,0.0
3562,Body mass index,5,10463995,intron_variant,0.0
3563,Body mass index,21,29728478,intron_variant,0.0
3564,Body mass index,5,10372506,intron_variant,0.0
3567,Glioblastoma,5,81423306,intron_variant,0.0
3568,Parkinson's disease,21,41866243,intron_variant,0.0
3570,Major depressive disorder,3,184158724,intron_variant,0.0
3572,Major depressive disorder,16,87428363,intron_variant,0.0
3573,Major depressive disorder,3,122610313,intron_variant,0.0
3574,Major depressive disorder,8,115621472,intron_variant,0.0
3578,Alcohol and nicotine co-dependence,6,12048594,intron_variant,0.0
3579,Alcohol and nicotine co-dependence,6,150841979,3_prime_UTR_variant,0.0
3580,Alcohol and nicotine co-dependence,11,125300743,intron_variant,0.0
3581,Alcohol and nicotine co-dependence,20,39216834,intron_variant,0.0
3584,Adiponectin levels,1,219554437,regulatory_region_variant,0.0
3586,Adiponectin levels,3,52686064,5_prime_UTR_variant,0.0
3587,Adiponectin levels,3,150324831,regulatory_region_variant,0.0
3588,Adiponectin levels,3,186842993,intron_variant,0.0
3589,Adiponectin levels,4,55601047,intron_variant,0.0
3590,Adiponectin levels,5,54002195,intron_variant,0.0
3591,Adiponectin levels,6,9853686,intron_variant,0.0
3596,Adiponectin levels,11,14762564,intron_variant,0.0
3598,Adiponectin levels,12,56544599,intron_variant,0.0
3599,Adiponectin levels,12,123719285,intron_variant,0.0
3600,Adiponectin levels,15,93334196,intron_variant,0.0
3601,Adiponectin levels,16,82629683,intron_variant,0.0
3602,Adiponectin levels,17,7215003,intron_variant,0.0
3603,Adiponectin levels,19,33408159,intron_variant,0.0
3604,Adiponectin levels,1,219502700,intergenic_variant,0.0
3606,Adiponectin levels,3,52588070,intron_variant,0.0
3611,Adiponectin levels,16,81501185,intron_variant,0.0
3612,Adiponectin levels,16,82629683,intron_variant,0.0
3613,Adiponectin levels,19,33415217,intron_variant,0.0
3614,Response to Vitamin E supplementation,11,116778201,3_prime_UTR_variant,0.0
3615,Response to Vitamin E supplementation,19,15879621,missense_variant,0.0
3616,Response to Vitamin E supplementation,8,62971034,intron_variant,0.0
3617,Parkinson's disease,4,970571,intron_variant,0.0
3619,Parkinson's disease,12,40227006,intron_variant,0.0
3620,Parkinson's disease,4,89716450,intron_variant,0.0
3622,Hypothyroidism,18,6567183,intron_variant,0.0
3623,Hypothyroidism,19,7223837,intron_variant,0.0
3626,Hypothyroidism,17,34137135,intron_variant,0.0
3628,Hypothyroidism,22,37185382,missense_variant,0.0
3629,Hypothyroidism,1,37814315,3_prime_UTR_variant,0.0
3630,Hypothyroidism,5,77222617,intron_variant,0.0
3631,Hypothyroidism,8,80526185,3_prime_UTR_variant,0.0
3632,Hypothyroidism,7,88852128,intron_variant,0.0
3634,Hypothyroidism,1,107823394,intron_variant,0.0
3635,Hypothyroidism,12,111446804,missense_variant,0.0
3637,Hypothyroidism,4,148713873,intergenic_variant,0.0
3639,Hypothyroidism,2,203869764,intron_variant,0.0
3640,Obesity,4,112390634,intron_variant,0.0
3641,Obesity,4,129810129,intron_variant,0.0
3643,Obesity,17,48592068,3_prime_UTR_variant,0.0
3646,Sexual dysfunction (female),22,36813252,intron_variant,0.0
3647,Sexual dysfunction (female),10,32346044,intron_variant,0.0
3648,Circulating cell-free DNA,2,233763993,intron_variant,0.0
3649,Head circumference (infant),12,123338164,intron_variant,0.0
3650,Head circumference (infant),12,65964567,3_prime_UTR_variant,0.0
3651,Head circumference (infant),17,45718067,intron_variant,0.0
3654,Intracranial volume,17,46109891,intron_variant,0.0
3655,Hippocampal volume,2,162053713,intron_variant,0.0
3656,Hippocampal volume,9,116487060,intron_variant,0.0
3657,Hippocampal volume,12,65324519,intron_variant,0.0
3660,Thyroid function,5,77239986,intron_variant,0.0
3662,Thyroid function,4,148731458,intergenic_variant,0.0
3663,Thyroid function,16,79715456,non_coding_transcript_exon_variant,0.0
3665,Parkinson's disease,12,40363526,missense_variant,0.0
3666,Multiple sclerosis,6,32368410,intron_variant,0.0
3667,Alcohol and nicotine co-dependence,7,120665095,intron_variant,0.0
3668,Response to Vitamin E supplementation,12,6829708,non_coding_transcript_exon_variant,0.0
3670,Non-obstructive azoospermia,6,32443869,missense_variant,0.0
3671,Glaucoma (primary open-angle),9,22033367,intron_variant,0.0
3672,Glaucoma (primary open-angle),14,60606157,regulatory_region_variant,0.0
3674,Response to tocilizumab in rheumatoid arthritis,3,6214310,intron_variant,0.0
3675,Response to tocilizumab in rheumatoid arthritis,1,9348900,intron_variant,0.0
3676,Response to tocilizumab in rheumatoid arthritis,3,10835926,intron_variant,0.0
3677,Response to tocilizumab in rheumatoid arthritis,11,11482681,intron_variant,0.0
3678,Response to tocilizumab in rheumatoid arthritis,19,15566899,intron_variant,0.0
3684,Response to tocilizumab in rheumatoid arthritis,18,42857686,intron_variant,0.0
3685,Response to tocilizumab in rheumatoid arthritis,13,43642928,intron_variant,0.0
3686,Response to tocilizumab in rheumatoid arthritis,14,47405354,intron_variant,0.0
3687,Response to tocilizumab in rheumatoid arthritis,16,48587491,intron_variant,0.0
3688,Response to tocilizumab in rheumatoid arthritis,2,51509856,intron_variant,0.0
3689,Response to tocilizumab in rheumatoid arthritis,20,59602560,intron_variant,0.0
3690,Response to tocilizumab in rheumatoid arthritis,1,60576203,intron_variant,0.0
3691,Response to tocilizumab in rheumatoid arthritis,8,74461713,intron_variant,0.0
3692,Response to tocilizumab in rheumatoid arthritis,15,78540881,5_prime_UTR_variant,0.0
3693,Response to tocilizumab in rheumatoid arthritis,4,75491177,non_coding_transcript_exon_variant,0.0
3696,Response to tocilizumab in rheumatoid arthritis,13,113919624,non_coding_transcript_exon_variant,0.0
3697,Response to tocilizumab in rheumatoid arthritis,8,115801679,intron_variant,0.0
3701,Response to tocilizumab in rheumatoid arthritis,19,51581583,intron_variant,0.0
3702,Response to tocilizumab in rheumatoid arthritis,15,76254592,intron_variant,0.0
3703,Brain structure,12,65950030,intron_variant,0.0
3704,Fasting plasma glucose,11,92975544,intron_variant,0.0
3706,Fasting plasma glucose,2,168906638,intron_variant,0.0
3707,Crohn's disease and psoriasis,10,79273128,intron_variant,0.0
3708,Crohn's disease and psoriasis,16,11254001,intron_variant,0.0
3709,Crohn's disease and psoriasis,1,19392330,intron_variant,0.0
3710,Crohn's disease and psoriasis,3,113962104,3_prime_UTR_variant,0.0
3712,Non-albumin protein levels,17,16960324,intron_variant,0.0
3713,Non-albumin protein levels,2,27508073,missense_variant,0.0
3714,Non-albumin protein levels,17,16960324,intron_variant,0.0
3715,Non-albumin protein levels,17,7559652,missense_variant,0.0
3716,Non-albumin protein levels,4,78667891,intron_variant,0.0
3717,Response to tocilizumab in rheumatoid arthritis,10,55089225,intron_variant,0.0
3718,Response to Vitamin E supplementation,11,116778201,3_prime_UTR_variant,0.0
3719,Response to Vitamin E supplementation,11,35134185,intron_variant,0.0
3720,Response to Vitamin E supplementation,7,140892427,intron_variant,0.0
3721,Response to Vitamin E supplementation,3,11033328,non_coding_transcript_exon_variant,0.0
3723,Asthma (childhood onset),3,3573203,intron_variant,0.0
3725,Asthma (childhood onset),13,35777629,intron_variant,0.0
3727,Intraocular pressure,17,10130362,intron_variant,0.0
3728,Intraocular pressure,1,165749742,intron_variant,0.0
3730,Electroencephalographic traits in alcoholism,21,37654970,intron_variant,0.0
3732,Electroencephalographic traits in alcoholism,22,44787134,intron_variant,0.0
3733,Electroencephalographic traits in alcoholism,3,87734826,intron_variant,0.0
3735,Electroencephalographic traits in alcoholism,11,63825149,intron_variant,0.0
3736,Electroencephalographic traits in alcoholism,6,24862847,intron_variant,0.0
3739,Asthma,5,132461230,non_coding_transcript_exon_variant,0.0
3742,Asthma,9,32433528,intron_variant,0.0
3743,Asthma,17,39933091,intron_variant,0.0
3744,Asthma,19,53178789,intron_variant,0.0
3746,Response to TNF-alpha inhibitors in rheumatoid arthritis,17,69806211,intron_variant,0.0
3747,Response to TNF-alpha inhibitors in rheumatoid arthritis,1,21549423,intron_variant,0.0
3748,Response to TNF-alpha inhibitors in rheumatoid arthritis,18,71581359,intergenic_variant,0.0
3749,Response to TNF-alpha inhibitors in rheumatoid arthritis,2,37504522,intergenic_variant,0.0
3752,Response to TNF-alpha inhibitors in rheumatoid arthritis,12,20707159,intron_variant,0.0
3753,HIV-associated dementia,1,83024161,intron_variant,0.0
3754,HIV-associated dementia,2,40168938,intron_variant,0.0
3756,HIV-associated dementia,13,101348594,intron_variant,0.0
3759,Vitiligo,4,10725229,intergenic_variant,0.0
3760,Vitiligo,6,90247744,intron_variant,0.0
3761,Vitiligo,8,132917672,intron_variant,0.0
3762,Vitiligo,10,113721259,intron_variant,0.0
3763,Vitiligo,11,35259305,3_prime_UTR_variant,0.0
3765,Vitiligo,12,56023144,intron_variant,0.0
3766,Vitiligo,12,111466567,intron_variant,0.0
3767,Vitiligo,15,28111713,3_prime_UTR_variant,0.0
3768,Vitiligo,16,89751681,intron_variant,0.0
3769,Vitiligo,19,4830616,intron_variant,0.0
3772,Response to angiotensin II receptor blocker therapy,12,110822,intron_variant,0.0
3773,Response to angiotensin II receptor blocker therapy,10,1032842,intron_variant,0.0
3774,Response to angiotensin II receptor blocker therapy,17,37538240,intron_variant,0.0
3776,Response to angiotensin II receptor blocker therapy,6,133342451,intron_variant,0.0
3777,Response to angiotensin II receptor blocker therapy,3,143785691,intron_variant,0.0
3778,Response to angiotensin II receptor blocker therapy,1,170664755,intron_variant,0.0
3779,Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy),11,94398973,intron_variant,0.0
3780,Response to angiotensin II receptor blocker therapy,4,6056770,intron_variant,0.0
3781,Response to angiotensin II receptor blocker therapy,16,19017227,intron_variant,0.0
3782,Response to angiotensin II receptor blocker therapy,10,26445658,intron_variant,0.0
3784,Response to angiotensin II receptor blocker therapy,5,34951045,non_coding_transcript_exon_variant,0.0
3785,Response to angiotensin II receptor blocker therapy,7,71551174,intron_variant,0.0
3786,Response to angiotensin II receptor blocker therapy,11,91223046,intergenic_variant,0.0
3790,Response to angiotensin II receptor blocker therapy,3,171936113,intron_variant,0.0
3791,Response to angiotensin II receptor blocker therapy,2,234692420,intron_variant,0.0
3793,Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy),15,93095172,intergenic_variant,0.0
3794,Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy),3,122662076,non_coding_transcript_exon_variant,0.0
3796,Percent mammographic density,12,114430333,regulatory_region_variant,0.0
3797,Immune response to smallpox vaccine (IL-6),10,27736842,intron_variant,0.0
3798,Immune response to smallpox vaccine (IL-6),8,33808162,intron_variant,0.0
3800,Immune response to smallpox vaccine (IL-6),8,122960828,intron_variant,0.0
3801,Immune response to smallpox vaccine (IL-6),18,12606464,intron_variant,0.0
3802,Immune response to smallpox vaccine (IL-6),1,240542807,intron_variant,0.0
3803,Immune response to smallpox vaccine (IL-6),8,4442361,intron_variant,0.0
3804,Immune response to smallpox vaccine (IL-6),21,34866210,intron_variant,0.0
3807,Immune response to smallpox vaccine (IL-6),18,12550748,intron_variant,0.0
3808,Immune response to smallpox vaccine (IL-6),1,178173073,intron_variant,0.0
3809,Immune response to smallpox vaccine (IL-6),8,33815493,intron_variant,0.0
3811,Immune response to smallpox vaccine (IL-6),3,3088961,intron_variant,0.0
3813,Immune response to smallpox vaccine (IL-6),10,6564579,intron_variant,0.0
3814,Immune response to smallpox vaccine (IL-6),6,39561206,intron_variant,0.0
3816,Immune response to smallpox vaccine (IL-6),12,132769223,3_prime_UTR_variant,0.0
3817,Immune response to smallpox vaccine (IL-6),10,95037713,intron_variant,0.0
3819,Immune response to smallpox vaccine (IL-6),15,54576470,intron_variant,0.0
3820,Immune response to smallpox vaccine (IL-6),3,3334100,intron_variant,0.0
3822,Immune response to smallpox vaccine (IL-6),5,54606509,intergenic_variant,0.0
3823,Immune response to smallpox vaccine (IL-6),15,80708937,intron_variant,0.0
3824,Glaucoma (primary open-angle),9,22033367,intron_variant,0.0
3826,Response to antidepressants,7,102166571,intron_variant,0.0
3828,Colorectal cancer,11,74634505,intron_variant,0.0
3830,Coronary heart disease event reduction (statin therapy interaction),8,66062017,intron_variant,0.0
3831,Immune response to anthrax vaccine,1,9351410,intron_variant,0.0
3832,Immune response to anthrax vaccine,4,105347437,intergenic_variant,0.0
3833,Immune response to anthrax vaccine,5,135227467,intron_variant,0.0
3835,Immune response to anthrax vaccine,9,117162816,intron_variant,0.0
3839,Parkinson's disease (motor and cognition),10,127880410,intron_variant,0.0
3840,Parkinson's disease (motor and cognition),4,75556520,intron_variant,0.0
3842,Parkinson's disease (motor and cognition),17,8227549,3_prime_UTR_variant,0.0
3847,Formal thought disorder in schizophrenia,1,34823438,intron_variant,0.0
3848,Response to irinotecan in non-small-cell lung cancer,8,68476982,intron_variant,0.0
3849,Response to irinotecan in non-small-cell lung cancer,20,8297296,intron_variant,0.0
3851,IgG levels,17,16941853,intron_variant,0.0
3856,Immune response to smallpox vaccine (IL-6),12,82625409,intergenic_variant,0.0
3857,Immune response to smallpox vaccine (IL-6),4,288710,intron_variant,0.0
3858,Immune response to smallpox vaccine (IL-6),3,55001847,intron_variant,0.0
3859,Immune response to smallpox vaccine (IL-6),2,26049733,intron_variant,0.0
3860,Immune response to smallpox vaccine (IL-6),22,23302607,non_coding_transcript_exon_variant,0.0
3861,Immune response to smallpox vaccine (IL-6),1,189620209,regulatory_region_variant,0.0
3863,Atrial fibrillation,5,138084300,intron_variant,0.0
3864,Atrial fibrillation,7,116546187,intron_variant,0.0
3865,Atrial fibrillation,9,94951177,intron_variant,0.0
3866,Atrial fibrillation,10,73661450,intron_variant,0.0
3867,Atrial fibrillation,14,64214130,intron_variant,0.0
3868,Atrial fibrillation,15,73359833,intron_variant,0.0
3869,Vitamin D levels,4,71742666,intron_variant,0.0
3870,Cholelithiasis-related traits in sickle cell anemia,2,233759924,intron_variant,0.0
3871,Lung cancer (asbestos exposure interaction),2,208713876,intron_variant,0.0
3873,Migraine,1,156486509,intron_variant,0.0
3875,Migraine,6,12903725,intron_variant,0.0
3876,Migraine,9,116490350,intron_variant,0.0
3878,Migraine,12,57133500,intron_variant,0.0
3879,Wilms tumor,1,55047322,intron_variant,0.0
3881,Wilms tumor,5,92558085,intron_variant,0.0
3882,Wilms tumor,11,83909744,intron_variant,0.0
3884,Wilms tumor,X,17680277,intron_variant,0.0
3887,Sex hormone-binding globulin levels,2,241073314,missense_variant,0.0
3890,Sex hormone-binding globulin levels,3,76435032,non_coding_transcript_exon_variant,0.0
3892,Sex hormone-binding globulin levels,16,53994059,non_coding_transcript_exon_variant,0.0
3894,Estradiol levels,15,51242350,intron_variant,0.0
3895,Estradiol levels,2,31251376,intron_variant,0.0
3896,Estradiol levels,7,30043405,intron_variant,0.0
3897,Estradiol levels,11,61944659,intergenic_variant,0.0
3898,Estradiol levels,19,31420223,intergenic_variant,0.0
3902,Testosterone levels,4,189720016,intergenic_variant,0.0
3903,Testosterone levels,17,12734054,intron_variant,0.0
3905,Testosterone levels,1,46819251,3_prime_UTR_variant,0.0
3906,Electroencephalographic traits in alcoholism,15,96301498,intron_variant,0.0
3907,Chronic lymphocytic leukemia,6,33579060,intron_variant,0.0
3909,Type 2 diabetes,18,7068463,intron_variant,0.0
3910,Type 2 diabetes,15,77454848,intron_variant,0.0
3912,Erectile dysfunction in type 1 diabetes,2,172628350,intergenic_variant,0.0
3913,Erectile dysfunction in type 1 diabetes,6,143758717,intron_variant,0.0
3915,Erectile dysfunction in type 1 diabetes,1,197051528,intron_variant,0.0
3916,Age-related macular degeneration,6,32107027,intron_variant,0.0
3917,Age-related macular degeneration,6,32203906,intron_variant,0.0
3918,Age-related macular degeneration,6,31949174,non_coding_transcript_exon_variant,0.0
3919,Age-related macular degeneration,19,44892362,intron_variant,0.0
3920,Activated partial thromboplastin time,1,169582444,synonymous_variant,0.0
3921,Activated partial thromboplastin time,15,86648746,intron_variant,0.0
3922,Activated partial thromboplastin time,6,32371299,intron_variant,0.0
3925,Osteoarthritis,19,2177194,intron_variant,0.0
3926,QT interval,2,40530651,intron_variant,0.0
3928,Hippocampal atrophy,2,32640454,intron_variant,0.0
3929,Hippocampal atrophy,2,171271410,intergenic_variant,0.0
3930,Hippocampal atrophy,20,41435919,intron_variant,0.0
3931,Hippocampal atrophy,1,53115998,non_coding_transcript_exon_variant,0.0
3932,Hippocampal atrophy,1,169581725,intron_variant,0.0
3933,Hippocampal atrophy,2,75699439,intron_variant,0.0
3934,Hippocampal atrophy,8,99822954,intron_variant,0.0
3935,Hippocampal atrophy,9,81757826,intron_variant,0.0
3936,Hippocampal atrophy,13,39543931,intron_variant,0.0
3937,Coronary heart disease,6,12903725,intron_variant,0.0
3938,Hepatitis B (viral clearance),6,33065245,3_prime_UTR_variant,0.0
3939,Hepatitis B (viral clearance),6,33087084,3_prime_UTR_variant,0.0
3941,Cardiac repolarization,10,117450864,intron_variant,0.0
3942,Cardiac repolarization,1,111921754,intron_variant,0.0
3943,Adiposity,2,237763782,missense_variant,0.0
3944,Lean body mass and age at menarche (combined),1,159204097,5_prime_UTR_variant,0.0
3946,Nonalcoholic fatty liver disease,22,43928847,missense_variant,0.0
3948,Immune response to anthrax vaccine,9,32755030,intergenic_variant,0.0
3949,Immune reponse to smallpox (secreted IL-2),6,135679865,intron_variant,0.0
3950,Immune reponse to smallpox (secreted IL-2),3,53113560,intron_variant,0.0
3951,Immune reponse to smallpox (secreted IL-2),1,234956853,regulatory_region_variant,0.0
3953,Immune reponse to smallpox (secreted IL-2),11,100302805,intron_variant,0.0
3954,Immune reponse to smallpox (secreted IL-2),12,13719110,intron_variant,0.0
3959,Immune reponse to smallpox (secreted IL-2),3,152817576,intergenic_variant,0.0
3961,Immune reponse to smallpox (secreted IL-2),14,48994281,intergenic_variant,0.0
